Title,Score,ProgressChapter,ProgressVolumes,Type
Machine-Doll wa Kizutsukanai,0,141,17,NOVEL
Reset,0,6,1,MANGA
GUNNM Gaiden,0,7,1,MANGA
La Pomme Prisonnière,0,22,1,MANGA
Temppal,0,24,0,MANGA
Boku ni Natta Watashi,0,21,5,MANGA
Gouhou Yuri Fuufu Hon,0,8,1,MANGA
Boku wa Imouto ni Koi wo Suru,0,58,10,MANGA
Renjou Desperado,0,36,6,MANGA
Itsuya-san,0,9,2,MANGA
Mekakushi no Kuni,0,48,9,MANGA
Hakoiri Devil Princess,0,41,6,MANGA
Gunjou no Subete,0,5,1,MANGA
Malhal su Eopneun Nammae,0,210,0,MANGA
Sekitou Elegy,0,165,15,MANGA
Watashi no Sekai wo Kousei suru Chiri no You na Nani ka.,0,15,3,MANGA
17-sai.,0,35,4,MANGA
Kiniro Mosaic,0,0,11,MANGA
Stalkers,0,24,3,MANGA
Keishichou Tokuhanka 007,0,33,11,MANGA
Dragon Ball Z: Fukkatsu no "F",0,3,0,MANGA
Michiru Heya,0,13,2,MANGA
Sarah,0,60,11,MANGA
Banana no Nana,0,13,2,MANGA
Akuyaku Ouji wa Koi ga Dekinai,0,13,2,MANGA
Star Strings yori,0,1,0,MANGA
Le Théâtre de A,0,16,1,MANGA
Wrestle! The Under Ground,0,0,4,MANGA
Touhou Bougetsushou: Tsuki no Inaba to Chijou no Inaba,0,30,2,MANGA
Zone,0,1,0,ONE_SHOT
Batsu Gal,0,1,0,ONE_SHOT
Sui Youbi,0,34,5,MANGA
Mizuiro Cinema,0,7,1,MANGA
C.A.T.,0,18,2,MANGA
Gal to Otaku wa Wakari Aenai.,0,50,5,MANGA
Brand New School Day,0,1,0,ONE_SHOT
Haru yo, Koi,0,96,11,MANGA
Blue Phobia,0,1,0,ONE_SHOT
Saigo no Saiyuuki,0,23,3,MANGA
Heart no Kakurega,0,24,4,MANGA
Enma no Hanayome to Kimetsukerareta Fukou na Ore no Jinsei Keikaku,0,6,1,MANGA
Shogi Senpai,0,19,0,MANGA
Ani Tomo,0,67,10,MANGA
Juushin Enbu: Hero Tales,0,21,5,MANGA
Seishun Buta Yarou wa Petit Devil Kouhai no Yume wo Minai,0,12,2,MANGA
Yongbi Bulpae,0,149,23,MANGA
Gosick,0,0,13,NOVEL
Momoiro Heaven!,0,51,13,MANGA
Dengeki Pikachu,0,19,4,MANGA
Dark Air,0,0,12,MANGA
Zen Martial Arts Academy,0,29,4,MANGA
Mankai Darling,0,11,2,MANGA
Bocchi Kaibutsu to Moumoku Shoujo,0,4,1,MANGA
Cheese in the Trap Season 4,0,77,7,MANGA
Secret XXX,0,6,1,MANGA
Yu☆Gi☆Oh! R,0,44,5,MANGA
Aoki Umi no Toraware Hime,0,12,2,MANGA
U19,0,21,3,MANGA
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,0,64,11,NOVEL
Koibitogokoro,0,6,1,MANGA
Cross Manage,0,43,5,MANGA
Fushigi no Kuni no Miyuki-chan,0,7,1,MANGA
K: Stray Dog Story,0,5,1,MANGA
Shirahime-Syo,0,5,1,MANGA
Futagami Double,0,1,0,ONE_SHOT
Need a Girl!,0,66,10,MANGA
Cross Over,0,59,7,MANGA
Kyougaku Koukou no Genjitsu,0,91,7,MANGA
Shitsuji-sama no Okiniiri,0,84,21,MANGA
Tetsuwan Girl,0,92,9,MANGA
Itsuwaribito◆Utsuho◆,0,224,23,MANGA
Hentai Ouji to Warawanai Neko.,0,67,12,NOVEL
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka: Familia Chronicle Episode Ryu,0,22,6,MANGA
Hyottoshite Gyaru wa Orera ni Yasashii no Dewa? Anthology Comic,0,22,3,MANGA
Momoiro Meloik,0,102,10,MANGA
My Wife is a Gangster,0,65,0,MANGA
IS: Otoko demo Onna demo nai Sei,0,79,17,MANGA
Oni ga Deru ka Ja ga Deru ka,0,33,5,MANGA
Nogi Wakaba wa Yuusha de Aru,0,21,2,NOVEL
Hinekure Chaser,0,6,1,MANGA
Furou Kyoudai,0,6,1,MANGA
Baito Saki wa "Aku no Soshiki"?!,0,27,3,MANGA
Taimadou Gakuen 35 Shiken Shoutai,0,16,3,MANGA
Rokka no Yuusha,0,16,4,MANGA
Game Yaru kara 100-en Kashite!,0,26,3,MANGA
Koi wa Hikari,0,42,7,MANGA
Shuukan Shounen Hachi,0,42,5,MANGA
Love Celeb,0,38,7,MANGA
Death Note: L FILE No. 15,0,2,1,MANGA
Fukigen Cinderella,0,24,3,MANGA
Mujihi na Otoko,0,6,1,MANGA
Colorful Line,0,6,1,MANGA
Jigokuhen,0,7,1,MANGA
Kaichou, Sukitte Itte mo Ii desu ka?,0,6,1,MANGA
Yumekuri,0,44,5,MANGA
Killing Me!,0,11,1,MANGA
Limit,0,23,6,MANGA
Ningyou no Kuni,0,1,0,ONE_SHOT
Imasugu Onii-chan ni Imouto da tte Iitai!,0,17,3,MANGA
Dioti Manual: Kamisama-tachi no Renai Daikou,0,24,3,MANGA
Girl May Kill,0,23,4,MANGA
Let Dai,0,75,15,MANGA
Imouto no Tomodachi ga Nani Kangaeteru no ka Wakaranai,0,17,0,MANGA
Renai Kaidan Sayoko-san,0,54,8,MANGA
Boghag Saeng,0,45,0,MANGA
Ice Revolution,0,11,3,MANGA
Azumi,0,350,48,MANGA
Cherry Juice,0,21,4,MANGA
Hatsukoi,0,9,1,MANGA
Amagami: Precious Diary,0,32,5,MANGA
"Bungaku Shoujo" to Shi ni Tagari no Pierrot,0,23,3,MANGA
Dear Green,0,1,0,ONE_SHOT
Deep Love: Reina no Unmei,0,3,1,MANGA
Princess Princess,0,25,5,MANGA
Hatsu*Haru,0,53,13,MANGA
Mushikago no Cagaster,0,32,7,MANGA
Sennen Sensou Aigis: Eiyuu no Kizuna,0,27,5,MANGA
Kindaichi Shounen no Jikenbo: File Series,0,219,27,MANGA
Excel Saga,0,178,27,MANGA
Shin Genre "TsunBaka": Boon ga Shihoushiken wo Mezasu You desu,0,5,1,MANGA
Oni no Youna Love Come,0,41,5,MANGA
Urooboe Uroboros!,0,1,0,ONE_SHOT
Kijin Gahou,0,9,1,MANGA
Kenkou Zenrakei Suieibu Umishou,0,130,9,MANGA
Houkago Edge,0,5,1,MANGA
Neko Majin,0,8,1,MANGA
GDGD-DOGS,0,32,3,MANGA
Biohazard: Marhawa Desire,0,41,5,MANGA
Hensokukei Quadrangle,0,21,5,MANGA
Illegal Rare,0,36,4,MANGA
Terra e...,0,28,5,MANGA
Akuma de Koi Shiyou,0,4,1,MANGA
Pita-Ten,0,47,8,MANGA
Dolls,0,90,12,MANGA
Gakkyuu Houtei,0,24,3,MANGA
Dame na Kanojo wa Amaetai,0,14,2,MANGA
Hammer Maid!,0,9,1,MANGA
Re:Monster,0,0,10,NOVEL
Koganeiro,0,3,0,MANGA
Hana Samurai no Sahara,0,4,1,MANGA
Mars no Kiss,0,4,1,MANGA
Sweet Guilty Love Bites,0,3,1,MANGA
Shounen Zanzou,0,3,1,MANGA
Papa no Iukoto wo Kikinasai!: Rojou Kansatsu Kenkyuukai Nisshi,0,32,4,MANGA
Oshioki Execute,0,29,5,MANGA
Zelda no Densetsu: Skyward Sword,0,1,0,ONE_SHOT
Manga of the Dead,0,8,1,MANGA
Aoi Kiseki,0,5,1,MANGA
Wizard's Soul: Koi no Seisen,0,22,4,MANGA
Shiny Doll,0,7,2,MANGA
Nejimage Factor,0,32,6,MANGA
Koi ni mo Naranai,0,5,1,MANGA
Uchuu Kaizoku Captain Harlock,0,55,5,MANGA
Kyoufu no Juusou,0,1,0,ONE_SHOT
Beelzebub-jou no Okinimesu mama.,0,83,12,MANGA
Kin no Tamago,0,19,2,MANGA
Danganronpa Kirigiri,0,0,7,NOVEL
Hitoribocchi wa Samishikute,0,19,3,MANGA
Nagi no Asu Kara,0,36,6,MANGA
Oogiri,0,9,1,MANGA
Kanojo ni Awaseru Kao ga Nai,0,34,2,MANGA
Gangsta:Cursed. - EP_Marco Adriano,0,19,5,MANGA
Magi: Sinbad no Bouken - Prototype,0,1,0,ONE_SHOT
Deku & Bakugo: Rising,0,2,0,MANGA
Hen,0,94,8,MANGA
Black Jack ni Yoroshiku,0,127,13,MANGA
Hive,0,243,0,MANGA
Ningen Konchuuki,0,4,2,MANGA
Akuma ni Itsukushimi no Te wo,0,1,0,ONE_SHOT
City of Darkness,0,132,0,MANGA
Tonnura-san,0,51,9,MANGA
Youko-san, Sugariyoru.,0,51,4,MANGA
J no Subete,0,16,3,MANGA
Penguin Kakumei,0,35,7,MANGA
Wa!,0,25,3,MANGA
Sayonara Sorcier,0,12,2,MANGA
Brave 10,0,47,8,MANGA
Ibitsu no Amalgam,0,20,3,MANGA
Mardock Scramble,0,33,7,MANGA
Darren Shan,0,114,12,MANGA
Sekai wa Kimi de Mawatteru,0,7,1,MANGA
Porno Superstar,0,6,1,MANGA
Himitsu no Ai-Chan,0,0,0,MANGA
Corpse Party: Book of Shadows,0,26,3,MANGA
Kondo Koso Shiawase ni Narimasu!,0,30,4,MANGA
Golem Hearts,0,15,2,MANGA
Minasama no Omocha desu,0,138,9,MANGA
Toki wo Kakeru Shoujo: Tokikake,0,5,1,MANGA
Hana no Namae,0,20,4,MANGA
Hoshigami no Satsuki,0,1,0,ONE_SHOT
Boku wa Tomodachi ga Sukunai+,0,9,2,MANGA
Dawn Tsumetai Te,0,38,6,MANGA
Dame na Watashi ni Koishite Kudasai R,0,24,6,MANGA
KimiKiss: Various Heroines,0,48,5,MANGA
Nanatsu no Tanpen,0,8,1,MANGA
Hibiki: Shousetsuka ni Naru Houhou,0,119,13,MANGA
Kemokko Dobutsuen!,0,27,4,MANGA
Pink de Pink,0,8,1,MANGA
Sugar Code,0,5,1,MANGA
Are ← Nochi Kareshi,0,4,1,MANGA
Fortune Arterial,0,43,7,MANGA
Yuri Moyou: Sakimiya 4-shimai no Koi,0,42,2,MANGA
Tales of Symphonia,0,22,5,MANGA
Touhou Sangetsusei: Strange and Bright Nature Deity,0,25,3,MANGA
Ai Kara Hajimaru,0,5,1,MANGA
Tokedase! Mizore-chan,0,65,6,MANGA
G-Maru Edition,0,16,2,MANGA
Children Can't Choose Their Parents,0,1,0,ONE_SHOT
Eien no With,0,3,1,MANGA
Tsuki no Shippo,0,105,15,MANGA
Boku to Majo no Jikan,0,24,0,MANGA
Taki Anna no Honshou wa S nano ka M nano ka Ore dake ga Shitteiru.,0,12,2,MANGA
Boku wa Hajikko ga Suki,0,23,3,MANGA
Hajimete no Aku,0,160,16,MANGA
Best Ending?,0,6,1,MANGA
Ninkoi - Kakurenbo Hichou,0,15,3,MANGA
Toshokan Sensou: Love & War,0,90,15,MANGA
Yamete Kudasai, Mabushii Desu.,0,6,1,MANGA
Ano Hi no Kimi wo Dakishimeta nara,0,12,2,MANGA
Zero Mellow,0,7,1,MANGA
Samurai High School,0,25,5,MANGA
Subaru,0,123,11,MANGA
Soukyuu no Lapis Lazuli,0,11,2,MANGA
Mademoiselle Butterfly,0,10,2,MANGA
Try! Try! Try! Webcomics,0,2,0,MANGA
Drug Candy,0,44,0,MANGA
Ireon Yeongungeun Sireo,0,295,0,MANGA
Yuri Mekuru Hibi,0,19,1,MANGA
Hadacamera,0,81,9,MANGA
Nae Jaginimi Login Hasyeotseumnida,0,105,0,MANGA
Barami Meomuneun Nan,0,181,0,MANGA
Oingo to Boingo Kyoudai Daibouken,0,1,0,ONE_SHOT
Yagate Kimi ni Naru Koushiki Comic Anthology,0,27,2,MANGA
March Story,0,24,5,MANGA
Dokuhime,0,36,5,MANGA
Montage,0,193,19,MANGA
Donten ni Warau Gaiden,0,18,3,MANGA
Danshi Toilet de Machiawase,0,1,1,MANGA
Silver Diamond,0,82,27,MANGA
W-Juliet,0,79,14,MANGA
Shinkaigyo no Anko-san,0,33,4,MANGA
Ayanashi,0,13,4,MANGA
Skeeter Rabbit!!,0,19,2,MANGA
Ouran Koukou Host Club University Special,0,2,0,MANGA
Mashikaku Rock,0,6,1,MANGA
Kono Subarashii Sekai ni Nichijou wo!,0,0,0,MANGA
Devil Survivor,0,42,8,MANGA
Portus,0,11,1,MANGA
Sayonara, Itoshi no My Friend,0,12,2,MANGA
Ikenie Touhyou,0,69,7,MANGA
Komatta Toki ni wa Hoshi ni Kike,0,82,26,MANGA
Little Witch Academia,0,5,1,MANGA
2-ban Ihuisu,0,89,0,MANGA
Hirunaka no Ryuusei Bangai-hen,0,7,1,MANGA
Himawari,0,1,0,ONE_SHOT
Grisaia no Kajitsu: Sanctuary Fellows,0,24,4,MANGA
Kyuuketsuki-chan to Kouhai-chan,0,24,4,MANGA
Kuzu to Megane to Bungaku Shoujo (Nise),0,207,2,MANGA
Children,0,15,2,MANGA
Isegyeui Hwangbi,0,129,0,MANGA
Museum,0,28,3,MANGA
17-sai, Kiss to Dilemma,0,24,4,MANGA
Smells Like Green Spirit,0,15,2,MANGA
JoJo's Bizarre Adventure 2: Golden Heart, Golden Ring,0,8,1,NOVEL
Wanted,0,4,1,MANGA
Acony,0,24,3,MANGA
Magdala de Nemure,0,22,4,MANGA
Noblesse: Rai's Adventure,0,10,0,MANGA
Rurouni Kenshin: Haru ni Sakura,0,1,0,ONE_SHOT
Isekai Shokudou,0,29,4,MANGA
Chou Dokyuu Shoujo 4946,0,29,6,MANGA
Sazanami Cherry,0,6,1,MANGA
Mahouka Koukou no Rettousei: Yokohama Souran-hen,0,24,5,MANGA
Maji Tora!,0,65,6,MANGA
Kamisama no Memochou,0,57,9,NOVEL
Bleach Unmasked,0,2,1,MANGA
Kuromori-san wa Smartphone ga Tsukaenai,0,16,3,MANGA
Yuretsuzukeru,0,7,1,MANGA
Deep Love: Host,0,6,2,MANGA
Fairy Tail: Houou no Miko - Hajimari no Asa,0,1,0,ONE_SHOT
Mokuyoubi wa Kimi to Nakitai.,0,32,3,MANGA
Kinoko Takenoko,0,1,0,ONE_SHOT
Kagamigami,0,41,5,MANGA
Gyaru Tensei: Isekai Seikatsu Majidarui,0,17,2,MANGA
Blue Phobia,0,18,2,MANGA
High☆Speed!,0,21,2,NOVEL
Riki-oh,0,75,12,MANGA
Koi ja Nai kedo,0,5,1,MANGA
Beniiro Hero,0,83,20,MANGA
Haru to Midori,0,15,3,MANGA
Hikaru ga Chikyuu ni Ita koro......,0,93,10,NOVEL
Yamikin Toritate no Osoroshii Jittai,0,8,0,MANGA
K: The First,0,16,2,MANGA
BACK STAGE!!,0,11,3,NOVEL
Boyfriend,0,11,3,MANGA
Mahouka Koukou no Rettousei: Raihousha-hen,0,43,7,MANGA
Mahou Shoujo Suzune★Magica,0,16,3,MANGA
Yuusha-tachi,0,8,1,MANGA
Shuna no Tabi,0,6,1,MANGA
Duds Hunt,0,4,1,MANGA
Higurashi no Naku Koro ni Kokoroiyashi-hen,0,7,1,MANGA
Sword Art Online: Mother's Rosario,0,14,3,MANGA
Bakuman. Bangai-hen,0,2,0,MANGA
Sora no Shita Yane no Naka,0,26,2,MANGA
Hime-dol!!,0,16,2,MANGA
ALL OUT!!,0,126,17,MANGA
Oldman,0,22,4,MANGA
Majime na Jikan,0,9,2,MANGA
Kyou Kara Ma no Tsuku Jiyuugyou!,0,133,21,MANGA
Yankee-kun na Yamada-kun to Megane-chan to Majo,0,1,0,ONE_SHOT
Kokoro Botan,0,53,12,MANGA
Ulpeu Indeo Hauseu,0,79,0,MANGA
Koitomo!?,0,6,1,MANGA
Hoshi wa Utau,0,65,11,MANGA
Onna ga Nigate na Yankee to Shoujo no Hanashi,0,25,3,MANGA
Gan☆Kon,0,46,5,MANGA
Frau Faust,0,20,5,MANGA
11-nin Iru!,0,4,1,MANGA
Onnanoko ga Shinu Hanashi,0,8,1,MANGA
Bi no Isu,0,5,1,MANGA
Chichi to Ko,0,123,10,MANGA
Shinmai Maou no Testament: Arashi,0,30,5,MANGA
Ikenai Kanojo no Otetsudai,0,29,3,MANGA
Whistle!,0,216,24,MANGA
Tonari wa Nani wo Kuu Hito zo,0,14,3,MANGA
Natsuyuki Rendezvous,0,23,4,MANGA
China Girl,0,9,1,MANGA
Shinmai Fukei Kiruko-san,0,24,3,MANGA
Bokura no Himitsu wo Kyouyuu Shiyou ka,0,5,1,MANGA
Iinchou no Himegoto,0,10,2,MANGA
Crime Zone,0,24,5,MANGA
Caterpillar,0,98,11,MANGA
Otome no Harawata Hoshi no Iro,0,15,4,MANGA
Himegimi to Sanbiki no Kemono,0,12,4,MANGA
Purikyuu,0,5,1,MANGA
Super Danganronpa 2: Chou Koukou-kyuu no Kouun to Kibou to Zetsubou,0,23,3,MANGA
Mune ga Naru no wa Kimi no Sei,0,24,5,MANGA
Swweeet,0,17,2,MANGA
Clover,0,5,1,MANGA
Koibana! Koiseyo Hanabi,0,68,10,MANGA
Number Call,0,6,1,MANGA
Soul Cartel,0,223,0,MANGA
Fly High!,0,13,3,MANGA
Venus Capriccio,0,29,5,MANGA
Yuusen Shoujo: Plug-in Girl,0,16,3,MANGA
Mizutama Puzzle,0,2,0,MANGA
11eyes: Tsumi to Batsu to Aganai no Shoujo,0,12,3,MANGA
Peach Love,0,64,0,MANGA
Saru Lock,0,243,22,MANGA
Kakumeika no Gogo,0,5,1,MANGA
Kami Sen,0,27,5,MANGA
Sakura Sakura,0,40,8,MANGA
En Passant,0,20,4,MANGA
Merry Checker,0,6,1,MANGA
Conductor,0,12,4,MANGA
Shuukan Shounen Girl,0,35,3,MANGA
Kaitai Shinsho Ø,0,69,8,MANGA
Escape,0,1,0,ONE_SHOT
Ga-Rei: Tsuina no Shou,0,4,1,MANGA
Hshs Sasero!!,0,37,3,MANGA
Mai-HiME,0,44,5,MANGA
Zero,0,22,2,MANGA
I.O.N,0,6,1,MANGA
Shinobi Quartet,0,32,8,MANGA
Fairy Girls,0,21,4,MANGA
Totsuzen Desu ga, Ashita Kekkon Shimasu,0,44,9,MANGA
Full Drive,0,16,3,MANGA
Kokuhaku Yokou Renshuu Series,0,8,1,NOVEL
Nanatsu no Taizai: Seven Days - Touzoku to Seishoujo,0,7,2,MANGA
Que Sera, Sera,0,71,0,MANGA
Kamisu Reina wa Koko ni Iru,0,11,2,NOVEL
Umi no Cradle,0,23,4,MANGA
1/11,0,37,9,MANGA
Akita Imokko! Ebina-chan,0,21,2,MANGA
di[e]ce,0,42,6,MANGA
Priest,0,154,16,MANGA
Kamisama no Inai Nichiyoubi,0,28,4,MANGA
Ozanari-kun,0,39,1,MANGA
Gambler's Parade,0,35,4,MANGA
Anamorphosis no Meijuu,0,10,1,MANGA
Hikari to Tomo ni...,0,93,15,MANGA
R402,0,18,3,MANGA
Little Butterfly,0,15,3,MANGA
Toutoi. 4P Short Stories,0,25,1,MANGA
Utakata Dialogue,0,23,3,MANGA
Gendai Majo no Shuushoku Jijou,0,30,5,MANGA
Air,0,17,2,MANGA
Kono Kamen no Akuma ni Soudan wo!,0,7,1,NOVEL
Wasureyuki,0,1,0,ONE_SHOT
Sekai no Hate,0,17,4,MANGA
Sakura Discord,0,44,5,MANGA
Watashi wa Kimi wo Nakasetai,0,43,3,MANGA
Akuma na Eros,0,17,4,MANGA
Shooting Star Bebop: Cowboy Bebop,0,10,2,MANGA
Orc ga Okashite Kurenai!,0,35,2,MANGA
Saiyuki Reload,0,58,10,MANGA
Shinonome Yuuko wa Tanpen Shousetsu wo Aishiteiru,0,10,1,MANGA
Moteki,0,33,5,MANGA
Tsuiteru Kanojo.,0,26,3,MANGA
Shigatsu wa Kimi no Uso: Coda,0,5,1,MANGA
Kimi ga Uso wo Tsuita,0,12,3,MANGA
Gacha Gacha,0,41,5,MANGA
SP x Baby,0,10,2,MANGA
Kamio Yui wa Kami wo Yui,0,36,4,MANGA
Waltz,0,1,0,ONE_SHOT
Ringo ni Hachimitsu,0,6,1,MANGA
Papa★I Love You,0,5,1,MANGA
Psycho-Pass: Kanshikan Kougami Shinya,0,35,6,MANGA
Cossette no Shouzou,0,9,2,MANGA
Kako to Nise Tantei,0,38,4,MANGA
Kami no Hidarite Akuma no Migite,0,77,6,MANGA
Maousama Chotto Sore Totte!!,0,71,8,MANGA
Girls Saurus DX,0,66,10,MANGA
Sensitive Pornograph,0,6,1,MANGA
Cerberus,0,87,10,MANGA
Aimane: Akuma na Kanojo wo Produce,0,13,3,MANGA
Touhou Shinigami: Meteor Methuselah Gaiden,0,9,1,MANGA
Yuri Kuma Arashi,0,27,3,MANGA
Tengen Toppa Gurren Lagann: Gurren Gakuen-hen,0,6,1,MANGA
Hatsukanezumi no Jikan,0,38,4,MANGA
Gaikotsu Shotenin Honda-san,0,24,4,MANGA
Don't Cry, Girl♥,0,7,1,MANGA
Shikabane Hime,0,114,23,MANGA
My Broken Mariko,0,4,1,MANGA
Doridosim,0,79,0,MANGA
Tantei Gakuen Q,0,172,22,MANGA
Q.E.D.: Shoumei Shuuryou,0,99,50,MANGA
Fairy Tail+,0,3,1,MANGA
Balance Policy,0,14,2,MANGA
Taimadou Gakuen 35 Shiken Shoutai,0,100,13,NOVEL
neØ;lation,0,19,3,MANGA
Bokura wa Itsumo,0,71,11,MANGA
Code Geass: Hankou no Suzaku,0,8,2,MANGA
Ao Haru Ride: Awaken,0,3,0,MANGA
Filament: Urushibara Yuki Sakuhinshuu,0,18,1,MANGA
Koi Neko,0,100,12,MANGA
Joujuu Senjin!! Mushibugyou,0,316,32,MANGA
Inugami Hime no Shimobe,0,16,2,MANGA
Innocent Devil,0,18,4,MANGA
Sangatsu wa Ore-sama ni Narimasu,0,26,3,MANGA
Conveni-N,0,8,1,MANGA
Ani ga Imouto de Imouto ga Ani de.,0,30,7,MANGA
Jinrui wa Suitai Shimashita,0,0,11,NOVEL
Ikoku Irokoi Romantan,0,7,1,MANGA
Renzu-sou no Sankaku,0,16,3,MANGA
Cocytus,0,5,1,MANGA
Helen ESP,0,18,2,MANGA
Goong,0,179,27,MANGA
Sakigake!! Otokojuku,0,314,34,MANGA
S Watari-san to M Mura-kun,0,21,3,MANGA
Anata no Danna Uwaki Shitemasu yo,0,22,3,MANGA
Onii-san no Hikkoshi no Katazuke ga Susumanai,0,0,0,MANGA
K: Days of Blue,0,11,2,MANGA
Haruyuki Bus,0,16,4,MANGA
Diamond Dust,0,40,3,MANGA
Yamanko!,0,22,3,MANGA
Lupin III,0,109,14,MANGA
Hokenshitsu no Shinigami,0,87,10,MANGA
Mad Chimera World,0,21,4,MANGA
Bouken Shounen,0,7,1,MANGA
Suki ni Naru Made Matte,0,4,1,MANGA
3 Level Combination,0,25,3,MANGA
Short Cuts,0,10,2,MANGA
Sensei Lock On! 2nd,0,33,2,MANGA
Sketchbook,0,0,14,MANGA
Cigarette Anthology,0,11,2,MANGA
Demon's Plan,0,14,2,MANGA
Haikei, Niisan-sama,0,8,1,MANGA
Gimmick,0,1,0,ONE_SHOT
Ayeshah's Secret,0,11,2,MANGA
Rurouni Kenshin: Tokuhitsu-ban,0,10,2,MANGA
Riko to Haru to Onsen to Iruka,0,27,4,MANGA
Hana to Alice: Satsujin Jiken,0,14,1,MANGA
Savanna Game: The Comic,0,86,8,MANGA
Jack Frost,0,95,11,MANGA
Owaranai Fukou ni Tsuite no Hanashi,0,6,1,MANGA
Nageku Shinigami,0,1,0,ONE_SHOT
23:45,0,6,1,MANGA
A-bout!,0,165,19,MANGA
Mel Kano.,0,35,5,MANGA
Sora wo Kakeru Yodaka,0,15,3,MANGA
Kinnikuman,0,387,36,MANGA
Cross x Regalia,0,15,2,MANGA
Kiss Wood,0,34,2,MANGA
Shall we Have Dinner Tonight?,0,46,3,MANGA
Boku no Kotori-san,0,1,0,ONE_SHOT
Shingeki no Kyojin: Lost Girls,0,3,1,NOVEL
Mahoutsukai no Konyakusha,0,25,4,MANGA
Yurigurashi,0,11,1,MANGA
Hakuji,0,8,2,MANGA
Aoba-kun ni Kikitai Koto,0,32,8,MANGA
Sore wo Koigokoro to Yobu no Nara,0,6,1,MANGA
Me wo Mite Hanase,0,1,0,ONE_SHOT
Kore wa Zombie Desu ka?,0,0,19,NOVEL
Hungry Joker,0,1,0,ONE_SHOT
Panty & Stocking with Garterbelt,0,9,1,MANGA
Saikyō no Meido in Gakuen,0,2,0,ONE_SHOT
Saguri-san Tankentai,0,1,0,ONE_SHOT
Plastic Girl,0,21,1,MANGA
Toumei Ningen↑↓Kyoutei,0,40,5,MANGA
Kokkoku,0,67,8,MANGA
Koigokoro,0,5,1,MANGA
Ruriiro no Yume,0,7,1,MANGA
Shinigami to Gin no Kishi,0,33,6,MANGA
Zoku Kono Subarashii Sekai ni Bakuen wo!,0,31,4,MANGA
Saint Seiya Episode G,0,87,20,MANGA
Sensei ni, Ageru,0,13,3,MANGA
Ragnarok,0,110,10,MANGA
Yuizaki-san wa Nageru!,0,65,5,MANGA
Rental Onii-chan,0,20,4,MANGA
Nigeru Otoko,0,5,1,MANGA
Classmate (♀) to Meikyuu no Futekisetsu na Kouryakuhou,0,26,6,MANGA
Once Again,0,7,1,MANGA
Kakkou no Iinazuke,0,1,0,ONE_SHOT
He Dedicated to Roses,0,42,11,MANGA
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui! Anthology,0,17,1,MANGA
BACK TO THE Kaasan,0,29,3,MANGA
12-ji no Kane ga Naru,0,1,0,ONE_SHOT
JC no Life!,0,30,2,MANGA
Karasugaoka Don't be shy!!,0,12,2,MANGA
Sigyog,0,101,0,MANGA
Love My Life,0,12,1,MANGA
Dangsineul Baraboneun Geon Neomu Himdeureo!,0,50,0,MANGA
TiG-HuG Planet,0,5,1,MANGA
ChäoS;HEAd,0,11,1,MANGA
Tobaku Haouden Zero Gyanki-hen,0,88,10,MANGA
Souten no Koumori,0,1,0,ONE_SHOT
Doujin Work,0,76,6,MANGA
Kami-sama Drop,0,44,11,MANGA
Nirameba Koi,0,12,2,MANGA
Kami Nomi zo Shiru Sekai,0,10,2,NOVEL
Amagami: Love Goes On!,0,22,3,MANGA
Sukitte Iwasete?,0,5,1,MANGA
Kimi to Aruku,0,1,0,ONE_SHOT
Gakuyaura Ouji,0,6,2,MANGA
Adarshan no Hanayome,0,9,2,MANGA
Mahou Shoujo Site Sept,0,13,2,MANGA
100% Perfect Girl,0,83,11,MANGA
Tista,0,9,2,MANGA
Calling,0,7,1,MANGA
Yuusha Gojo Kumiai Kouryuugata Keijiban,0,28,3,MANGA
Mondaiteiki Sakuhinshu,0,23,6,MANGA
Animal♂Jungle,0,4,1,MANGA
Haru Natsu Aki Fuyu,0,7,1,MANGA
Sweet X Trouble,0,41,0,MANGA
Shuukyuu Shoujo,0,48,10,MANGA
Doukyuusei no Macho-kun,0,13,2,MANGA
Touhou Sangetsusei: Oriental Sacred Place,0,18,3,MANGA
Living Game,0,119,10,MANGA
Boku no Sekai Kimi no Real,0,4,1,MANGA
Blue,0,10,1,MANGA
Rakuen no Jouken,0,9,1,MANGA
Sensei no Shiroi Uso,0,49,8,MANGA
Jinmen,0,146,13,MANGA
Kidou Senshi Cross Bone Gundam,0,27,6,MANGA
Hanako to Guuwa no Tera,0,19,4,MANGA
Sal Le Top,0,46,11,MANGA
Skip! Yamada-kun,0,1,0,ONE_SHOT
Kuro Hakushaku wa Hoshi wo Mederu,0,75,12,MANGA
Doll Star,0,18,2,MANGA
Dangu,0,72,9,MANGA
Negima!? Neo,0,35,7,MANGA
Ai wo Utau Yori Ore ni Oborero!,0,29,5,MANGA
Mikako-san,0,221,7,MANGA
Sukima Suki,0,10,1,MANGA
Usotsuki Ouji to Nisemono Kanojo,0,20,5,MANGA
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e √Horikita,0,12,2,MANGA
By Hero,0,1,0,ONE_SHOT
Oda Nobuna no Yabou,0,0,22,NOVEL
